,index,Date,State,Population Staying at Home,Population Not Staying at Home,nTrips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Number_of_Trips_1_25,Number_of_Trips_25_250,Number_of_Trips_250_,positive,positiveIncrease,region,Ratio
8355,1759827,20200703,TN,1525757.0,5244253.0,22362982.0,5353075.0,5344129.0,2718690.0,3458556.0,3519878.0,1183261.0,448644.0,250595.0,69902.0,16252.0,16874450.0,699239.0,86154.0,48712.0,1822.0,S,0.7746300227030684
8356,1759828,20200703,TX,6570334.0,22131511.0,80682000.0,20647262.0,19422593.0,9300651.0,11738556.0,12202802.0,4515183.0,1654993.0,919658.0,207581.0,72721.0,61109062.0,2574651.0,280302.0,183532.0,7555.0,S,0.7710832178210146
8357,1759829,20200703,UT,821995.0,2339110.0,10811528.0,2914372.0,2615119.0,1320678.0,1526968.0,1432317.0,569602.0,221926.0,154308.0,39834.0,16404.0,8377137.0,376234.0,56238.0,23866.0,596.0,W,0.7399659296353649
8358,1759830,20200703,VT,148364.0,477935.0,2357391.0,554965.0,587097.0,311292.0,328389.0,371513.0,144251.0,42751.0,13633.0,2349.0,1151.0,1781743.0,56384.0,3500.0,1236.0,9.0,N,0.7631099522751913
8359,1759831,20200703,VA,2042786.0,6474899.0,29258630.0,7793352.0,6890328.0,3444577.0,4303436.0,4351526.0,1503157.0,610818.0,291834.0,50812.0,18790.0,22431693.0,902652.0,69602.0,64393.0,658.0,S,0.7601712202317883
8360,1759832,20200703,WA,2010073.0,5525518.0,22713131.0,6757656.0,5402489.0,2479744.0,3156436.0,3159421.0,1137402.0,391728.0,168334.0,31592.0,28329.0,17796325.0,560062.0,59921.0,38632.0,443.0,W,0.7332560909953845
8361,1759833,20200703,WV,453029.0,1352803.0,5969007.0,1461506.0,1512659.0,730833.0,876931.0,839314.0,335121.0,139429.0,62379.0,8721.0,2114.0,4581929.0,201808.0,10835.0,3126.0,73.0,S,0.7491300408897394
8362,1759834,20200703,WI,1383304.0,4430264.0,17550551.0,4205061.0,4086414.0,2015252.0,2604053.0,2770930.0,1096834.0,468408.0,247949.0,43870.0,11780.0,12910780.0,716357.0,55650.0,33431.0,622.0,M,0.7620559353567379
8363,1759835,20200703,WY,146722.0,431015.0,2089384.0,587246.0,544802.0,265276.0,206910.0,185271.0,154404.0,89347.0,48597.0,5823.0,1708.0,1604234.0,137944.0,7531.0,1582.0,32.0,W,0.746040153218506
8364,1759836,20200704,AL,1119222.0,3768649.0,12661097.0,2931419.0,3009151.0,1625407.0,1987712.0,1951534.0,706871.0,277835.0,137393.0,28876.0,4899.0,9553689.0,415228.0,33775.0,42862.0,997.0,S,0.771020552710986
8365,1759837,20200704,AK,228239.0,509199.0,1754948.0,479653.0,480922.0,230557.0,257820.0,194827.0,69495.0,25324.0,9226.0,1845.0,5279.0,1448952.0,34550.0,7124.0,1111.0,48.0,W,0.690497370626412
8366,1759838,20200704,AZ,2162441.0,5009205.0,15947672.0,4457648.0,3640408.0,1761934.0,2233577.0,2467740.0,827145.0,293534.0,195088.0,51310.0,19288.0,12093567.0,488622.0,70598.0,94553.0,2695.0,W,0.6984735442881592
8367,1759839,20200704,AR,680235.0,2333590.0,7892971.0,1942344.0,1983607.0,942045.0,1166674.0,1127971.0,422353.0,188770.0,98023.0,18092.0,3092.0,6034670.0,286793.0,21184.0,23209.0,587.0,S,0.7742951233067613
8368,1759840,20200704,CA,12337599.0,27219446.0,79527675.0,20351443.0,19254098.0,8797842.0,11162882.0,11710051.0,5050935.0,2083104.0,874607.0,184758.0,57955.0,59566265.0,2957711.0,242713.0,257388.0,9153.0,W,0.6881061515085366
8369,1759841,20200704,CO,1650992.0,4044572.0,17122720.0,4743215.0,4020715.0,1932901.0,2498625.0,2510782.0,797960.0,363901.0,179231.0,44676.0,30714.0,13195456.0,543132.0,75390.0,33619.0,267.0,W,0.7101266880681176
8370,1759842,20200704,CT,956837.0,2615828.0,10160099.0,2671689.0,2537596.0,1184581.0,1440096.0,1505436.0,544059.0,207188.0,51902.0,8300.0,9252.0,7833962.0,259090.0,17552.0,46717.0,0.0,N,0.7321783598518193
8371,1759843,20200704,DE,246609.0,720562.0,2857149.0,759581.0,697818.0,345928.0,432321.0,392280.0,156376.0,54997.0,16047.0,1092.0,709.0,2235648.0,71044.0,1801.0,11996.0,73.0,N,0.7450202704588951
8372,1759844,20200704,DC,254273.0,448182.0,2347425.0,897141.0,589229.0,297205.0,326874.0,166002.0,49580.0,12143.0,4336.0,2210.0,2705.0,2110449.0,16479.0,4915.0,10447.0,12.0,N,0.6380223644219203
8373,1759845,20200704,FL,5602666.0,15696659.0,55932750.0,14783571.0,13840058.0,6946326.0,8607078.0,7818573.0,2498286.0,839264.0,441174.0,102163.0,56257.0,44177033.0,1280438.0,158420.0,190052.0,11458.0,S,0.7369557016478222
8374,1759846,20200704,GA,2616114.0,7903361.0,28928730.0,7112061.0,6733246.0,3391822.0,4424022.0,4394730.0,1727680.0,617391.0,391811.0,103249.0,32718.0,21661151.0,1009202.0,135967.0,93319.0,2826.0,S,0.7513075509947027
8375,1759847,20200704,HI,440206.0,980285.0,3014159.0,978221.0,784200.0,329816.0,383609.0,472578.0,46432.0,8725.0,4795.0,1472.0,4311.0,2475846.0,13520.0,5783.0,975.0,29.0,W,0.6901029291984251
8376,1759848,20200704,ID,462560.0,1291648.0,4450125.0,1202051.0,1121969.0,515792.0,617602.0,575340.0,227547.0,102688.0,66736.0,15913.0,4487.0,3457414.0,169424.0,20400.0,6994.0,401.0,W,0.7363140516974042
8377,1759849,20200704,IL,3628725.0,9112355.0,35816685.0,9764539.0,8582117.0,4039018.0,5135490.0,5270199.0,1974772.0,608532.0,334146.0,77953.0,29919.0,27521164.0,942678.0,107872.0,147734.0,862.0,M,0.7151948657413657
8378,1759850,20200704,IN,1714561.0,4977317.0,19571317.0,4990014.0,4725124.0,2338666.0,2910477.0,2915880.0,1051667.0,400290.0,184340.0,41265.0,13594.0,14964281.0,584630.0,54859.0,47432.0,517.0,M,0.7437847791008743
8379,1759851,20200704,IA,812428.0,2343717.0,8639969.0,2224666.0,2174008.0,949795.0,1149570.0,1240200.0,518402.0,234351.0,121139.0,23092.0,4746.0,6498039.0,355490.0,27838.0,31041.0,612.0,M,0.7425885059146522
8380,1759852,20200704,KS,804187.0,2107318.0,8111473.0,2160645.0,2058830.0,919946.0,1119324.0,1087383.0,431909.0,187534.0,116033.0,23613.0,6256.0,6258745.0,303567.0,29869.0,15919.0,0.0,M,0.7237899299503178
8381,1759853,20200704,KY,1155731.0,3312671.0,13744500.0,3305608.0,3402955.0,1701821.0,2126557.0,1993359.0,722423.0,300149.0,154972.0,28015.0,8641.0,10536941.0,455121.0,36656.0,16376.0,0.0,S,0.7413547393452962
8382,1759854,20200704,LA,1143926.0,3516052.0,13301907.0,3301685.0,3290734.0,1665577.0,2098813.0,1799869.0,661014.0,309791.0,142370.0,23484.0,8570.0,10356809.0,452161.0,32054.0,63289.0,0.0,S,0.7545211586835817
8383,1759855,20200704,ME,347462.0,990942.0,3954830.0,928000.0,933400.0,475874.0,586952.0,652780.0,255720.0,83232.0,32170.0,4507.0,2195.0,2924226.0,115402.0,6702.0,3397.0,24.0,N,0.7403907938111363
8384,1759856,20200704,MD,1557389.0,4485329.0,17655485.0,4942029.0,3966416.0,1994072.0,2599007.0,2705194.0,988575.0,299965.0,121608.0,24927.0,13692.0,13501524.0,421573.0,38619.0,69341.0,380.0,N,0.7422701175199637
8385,1759857,20200704,MA,2025169.0,4876980.0,23717413.0,6831545.0,5934706.0,2742364.0,3303637.0,3260604.0,1162724.0,366527.0,80086.0,16334.0,18886.0,18812252.0,446613.0,35220.0,109838.0,210.0,N,0.7065886291356503
8386,1759858,20200704,MI,2644812.0,7351103.0,28017534.0,7430774.0,6473253.0,3206412.0,4156876.0,4256205.0,1549168.0,594100.0,281249.0,48976.0,20521.0,21267315.0,875349.0,69497.0,72581.0,406.0,W,0.7354107152771907
8387,1759859,20200704,MN,1533846.0,4077333.0,14462729.0,3661336.0,3222989.0,1554467.0,2017413.0,2426556.0,917883.0,402306.0,215512.0,31586.0,12681.0,10456205.0,617818.0,44267.0,37624.0,0.0,M,0.7266446142602117
8388,1759860,20200704,MS,635699.0,2350831.0,7416208.0,1732445.0,1798429.0,858475.0,1140030.0,1116050.0,450848.0,191688.0,101940.0,22505.0,3798.0,5529379.0,293628.0,26303.0,30674.0,1904.0,S,0.7871446126441054
8389,1759861,20200704,MO,1670068.0,4456384.0,16378077.0,4094517.0,3940126.0,1875228.0,2420041.0,2484556.0,944031.0,352391.0,211769.0,41322.0,14096.0,12329912.0,564160.0,55418.0,23215.0,385.0,M,0.7274004595155564
8390,1759862,20200704,MT,307273.0,755032.0,2700801.0,764848.0,727245.0,294686.0,316320.0,293089.0,149767.0,95574.0,46288.0,8835.0,4149.0,2103099.0,141862.0,12984.0,1167.0,39.0,W,0.7107487962496647
8391,1759863,20200704,NE,505809.0,1423459.0,5011924.0,1301492.0,1282892.0,606677.0,718127.0,641226.0,236765.0,128272.0,75836.0,15102.0,5535.0,3909188.0,204108.0,20637.0,19660.0,208.0,W,0.7378233609845807
8392,1759864,20200704,NV,910440.0,2123952.0,7168724.0,2177295.0,1634226.0,837100.0,1124512.0,986385.0,187350.0,103110.0,87987.0,22057.0,8702.0,5773133.0,191097.0,30759.0,21575.0,857.0,W,0.6999596624299036
8393,1759865,20200704,NH,338451.0,1018007.0,4377506.0,978679.0,1019748.0,508688.0,659280.0,745569.0,329995.0,111569.0,20103.0,2201.0,1674.0,3166395.0,131672.0,3875.0,5857.0,35.0,N,0.7504891415731265
8394,1759866,20200704,NJ,2572038.0,6336482.0,27028351.0,8176876.0,6546319.0,2971223.0,3654310.0,3603554.0,1351945.0,520748.0,156313.0,30648.0,16415.0,21348728.0,677061.0,47063.0,173033.0,291.0,N,0.7112833557089169
8395,1759867,20200704,NM,569755.0,1525673.0,6448127.0,1741853.0,1650749.0,795280.0,916469.0,725506.0,306780.0,185147.0,98582.0,22248.0,5513.0,5104351.0,283729.0,27761.0,12776.0,256.0,W,0.7280961216515194
8396,1759868,20200704,NY,6429319.0,13112890.0,64264423.0,20538175.0,15375284.0,7227765.0,9052764.0,8280014.0,2413004.0,889754.0,363698.0,73210.0,50755.0,52193988.0,1253452.0,123965.0,396598.0,726.0,N,0.6710034674176292
8397,1759869,20200704,NC,2539830.0,7843790.0,29435623.0,6778847.0,7023571.0,3612977.0,4676010.0,4596602.0,1647798.0,619666.0,375947.0,86410.0,17795.0,22091405.0,995613.0,104205.0,71654.0,1413.0,S,0.7554003324466805
8398,1759870,20200704,ND,201410.0,558667.0,2012718.0,569432.0,526217.0,247293.0,250035.0,197376.0,100707.0,75379.0,37394.0,6401.0,2484.0,1592977.0,112773.0,8885.0,3776.0,57.0,M,0.7350136894025211
8399,1759871,20200704,OH,3136164.0,8553278.0,33362743.0,8732916.0,7852028.0,3878465.0,5047887.0,5192371.0,1695409.0,616502.0,270083.0,54659.0,22423.0,25511296.0,886585.0,77082.0,56183.0,926.0,M,0.7317096915318969
8400,1759872,20200704,OK,1053298.0,2889781.0,10285975.0,2624467.0,2526943.0,1170669.0,1500947.0,1561331.0,527884.0,235459.0,112618.0,20564.0,5093.0,7823026.0,348077.0,25657.0,15645.0,580.0,S,0.7328742335621478
8401,1759873,20200704,OR,1268547.0,2922166.0,10876717.0,3273566.0,2701874.0,1220269.0,1362917.0,1450003.0,494886.0,243247.0,99655.0,21230.0,9070.0,8558626.0,342902.0,30300.0,9930.0,294.0,W,0.6972956630530414
8402,1759874,20200704,PA,3479050.0,9328010.0,36236609.0,10129275.0,8655951.0,4180878.0,5279606.0,5165867.0,1673205.0,730693.0,356730.0,46738.0,17666.0,28245710.0,1087423.0,64404.0,89375.0,634.0,N,0.7283490512264329
8403,1759875,20200704,RI,281530.0,775785.0,3115807.0,847946.0,795300.0,362330.0,446414.0,456871.0,144858.0,44859.0,13320.0,2249.0,1660.0,2451990.0,58179.0,3909.0,17084.0,27.0,N,0.7337311964740877
8404,1759876,20200704,SC,1184568.0,3899559.0,14582203.0,3482630.0,3511246.0,1822497.0,2298547.0,2242767.0,729964.0,275197.0,174147.0,35093.0,10115.0,11114920.0,449344.0,45208.0,43386.0,1854.0,S,0.76700660703401
8405,1759877,20200704,SD,212483.0,669752.0,2438851.0,636358.0,619182.0,290761.0,321875.0,293620.0,138850.0,82859.0,45622.0,7721.0,2003.0,1868176.0,128481.0,9724.0,7028.0,50.0,M,0.759153740216609
8406,1759878,20200704,TN,1633669.0,5136341.0,19132061.0,4579686.0,4572030.0,2325903.0,2958878.0,3011339.0,1012308.0,383829.0,214389.0,59803.0,13896.0,14436497.0,598218.0,73699.0,50140.0,1428.0,S,0.75869031212657
8407,1759879,20200704,TX,7009685.0,21692160.0,69028500.0,17663639.0,16617301.0,7957357.0,10045494.0,10440732.0,3862208.0,1415397.0,786663.0,177508.0,62201.0,52283791.0,2202060.0,239709.0,191790.0,8258.0,S,0.7557758046564602
8408,1759880,20200704,UT,866125.0,2294980.0,9249522.0,2493317.0,2237298.0,1129871.0,1306358.0,1225381.0,487307.0,189861.0,132017.0,34079.0,14033.0,7166844.0,321878.0,48112.0,24542.0,676.0,W,0.7260056214519922
8409,1759881,20200704,VT,156796.0,469503.0,2016801.0,474784.0,502273.0,266319.0,280945.0,317837.0,123409.0,36574.0,11664.0,2012.0,984.0,1524321.0,48238.0,2996.0,1238.0,2.0,N,0.7496467342275814
8410,1759882,20200704,VA,2164134.0,6353551.0,25031450.0,6667396.0,5894846.0,2946914.0,3681690.0,3722832.0,1285988.0,522572.0,249672.0,43466.0,16074.0,19190846.0,772244.0,59540.0,65109.0,716.0,S,0.7459246262335365
8411,1759883,20200704,WA,2141920.0,5393671.0,19431645.0,5781339.0,4621964.0,2121483.0,2700408.0,2702962.0,973075.0,335135.0,144017.0,27029.0,24233.0,15225194.0,479152.0,51262.0,38863.0,231.0,W,0.7157595203879829
8412,1759884,20200704,WV,475113.0,1330719.0,5106637.0,1250356.0,1294120.0,625248.0,750238.0,718053.0,286708.0,119283.0,53366.0,7460.0,1805.0,3919962.0,172649.0,9265.0,3141.0,15.0,S,0.7369007748229072
8413,1759885,20200704,WI,1471300.0,4342268.0,15014905.0,3597532.0,3496018.0,1724101.0,2227831.0,2370593.0,938363.0,400732.0,212127.0,37532.0,10076.0,11045482.0,612859.0,47608.0,34207.0,776.0,M,0.7469196197584684
8414,1759886,20200704,WY,155239.0,422498.0,1787512.0,502407.0,466088.0,226949.0,177018.0,158501.0,132097.0,76440.0,41572.0,4981.0,1459.0,1372462.0,118012.0,6440.0,1606.0,24.0,W,0.7312981512349045
8415,1781888,20200705,WY,143833.0,433904.0,1748958.0,497286.0,436397.0,196380.0,174913.0,168958.0,148480.0,74679.0,43719.0,5915.0,2231.0,1304976.0,118398.0,8146.0,1634.0,28.0,W,0.7510406984492944
8416,1781889,20200705,WI,1359309.0,4454259.0,15539388.0,3917674.0,3708884.0,1875900.0,2274045.0,2119498.0,831156.0,468478.0,281667.0,43359.0,18727.0,11776503.0,750145.0,62086.0,34740.0,533.0,M,0.7661833490207735
8417,1781890,20200705,WV,438868.0,1366964.0,4957656.0,1152574.0,1257178.0,625621.0,784140.0,698114.0,248782.0,119493.0,58682.0,9466.0,3606.0,3819513.0,178175.0,13072.0,3262.0,121.0,S,0.7569718556321962
8418,1781891,20200705,WA,2039939.0,5495652.0,18644796.0,5485722.0,4384396.0,2075740.0,2574619.0,2540516.0,898198.0,431053.0,182312.0,31601.0,40639.0,14520477.0,613365.0,72240.0,39156.0,293.0,W,0.7292927654911208
8419,1781892,20200705,VA,2041257.0,6476428.0,24337162.0,6468923.0,5883294.0,3024789.0,3626618.0,3207172.0,1103602.0,570564.0,346351.0,68862.0,36987.0,19003624.0,916915.0,105849.0,65748.0,639.0,S,0.7603507291006888
8420,1781893,20200705,VT,143617.0,482682.0,2008371.0,457696.0,497071.0,274765.0,284137.0,316153.0,119610.0,39899.0,14326.0,2724.0,1990.0,1513669.0,54225.0,4714.0,1249.0,11.0,N,0.7706893991528008
8421,1781894,20200705,UT,860316.0,2300789.0,8113377.0,2119463.0,1964596.0,917637.0,1082287.0,1058636.0,482264.0,234929.0,195693.0,41034.0,16838.0,6083983.0,430622.0,57872.0,24952.0,410.0,W,0.7278432699957768
8422,1781895,20200705,TX,6561902.0,22139943.0,66366287.0,16852608.0,16739404.0,7948946.0,9719850.0,9156018.0,3191254.0,1466617.0,959045.0,229806.0,102739.0,51260808.0,2425662.0,332545.0,195239.0,3449.0,S,0.7713769968446279
8423,1781896,20200705,TN,1506505.0,5263505.0,18596993.0,4382791.0,4652482.0,2329336.0,2948692.0,2741871.0,826154.0,360899.0,250171.0,76321.0,28276.0,14313301.0,611070.0,104597.0,51431.0,1291.0,S,0.7774737408068821
8424,1781897,20200705,SD,193869.0,688366.0,2270667.0,577066.0,547678.0,269104.0,313595.0,273393.0,133122.0,85247.0,57912.0,10052.0,3498.0,1707443.0,143159.0,13550.0,7063.0,35.0,M,0.780252427074419
8425,1781898,20200705,SC,1086979.0,3997148.0,14061839.0,3313982.0,3536511.0,1800178.0,2273751.0,1977929.0,618798.0,272681.0,201101.0,48408.0,18500.0,10924422.0,473782.0,66908.0,44847.0,1461.0,S,0.7862014461873199
8426,1781899,20200705,RI,264788.0,792527.0,3162756.0,917736.0,834689.0,386022.0,441559.0,386404.0,127568.0,44745.0,17155.0,3998.0,2880.0,2580006.0,61900.0,6878.0,17108.0,24.0,N,0.7495656450537447
8427,1781900,20200705,PA,3265471.0,9541589.0,34703271.0,9477815.0,8512255.0,4164097.0,5197434.0,4461410.0,1524959.0,818121.0,448706.0,60432.0,38042.0,27351601.0,1266827.0,98474.0,89854.0,479.0,N,0.7450257123805151
8428,1781901,20200705,OR,1208268.0,2982445.0,10269214.0,2949151.0,2561527.0,1144018.0,1350323.0,1327785.0,489094.0,282665.0,117567.0,28969.0,18115.0,8005019.0,400232.0,47084.0,10230.0,300.0,W,0.711679611560133
8429,1781902,20200705,OK,949884.0,2993195.0,9699736.0,2426816.0,2416686.0,1187857.0,1451093.0,1358235.0,443045.0,241695.0,140156.0,26007.0,8146.0,7482452.0,381851.0,34153.0,15928.0,283.0,S,0.759100946240235
8430,1781903,20200705,OH,2854502.0,8834940.0,32522960.0,8560322.0,7938147.0,3970810.0,4952434.0,4536228.0,1449606.0,637446.0,347974.0,81278.0,48715.0,25421713.0,985420.0,129993.0,57151.0,968.0,M,0.7558051102867015
8431,1781904,20200705,ND,180444.0,579633.0,1657356.0,429268.0,397084.0,205995.0,198123.0,182413.0,97322.0,89363.0,45513.0,8841.0,3434.0,1230470.0,134876.0,12275.0,3812.0,36.0,M,0.7625977368082444
8432,1781905,20200705,NC,2345077.0,8038543.0,27881418.0,6275011.0,6840376.0,3554368.0,4569979.0,4050806.0,1336865.0,637496.0,469076.0,109989.0,37452.0,21239734.0,1106572.0,147441.0,72983.0,1329.0,S,0.7741561228165129
8433,1781906,20200705,NY,6157622.0,13384587.0,62241769.0,18927100.0,15443483.0,7268875.0,8819845.0,7674339.0,2337076.0,1061113.0,534817.0,89548.0,85573.0,50459303.0,1595930.0,175121.0,397131.0,533.0,N,0.6849065527853069
8434,1781907,20200705,NM,542491.0,1552937.0,5817840.0,1550588.0,1483211.0,710221.0,833891.0,652114.0,264057.0,174209.0,116313.0,25869.0,7367.0,4577911.0,290522.0,33236.0,13063.0,287.0,W,0.7411073060014469
8435,1781908,20200705,NJ,2427560.0,6480960.0,26524499.0,8034647.0,6643342.0,3035491.0,3622038.0,3144686.0,1207485.0,561288.0,205245.0,34591.0,35686.0,21335518.0,766533.0,70277.0,173402.0,369.0,N,0.7275013133494677
8436,1781909,20200705,NH,308179.0,1048279.0,4289529.0,1012105.0,1037688.0,511218.0,657743.0,641977.0,275973.0,116949.0,29284.0,2812.0,3780.0,3218754.0,146233.0,6592.0,5857.0,0.0,N,0.7728060876193734
8437,1781910,20200705,NV,882586.0,2151806.0,6869025.0,2000297.0,1629659.0,821045.0,1062036.0,928389.0,195040.0,103231.0,96704.0,20515.0,12109.0,5513037.0,199935.0,32624.0,22418.0,843.0,W,0.7091390960693279
8438,1781911,20200705,NE,465792.0,1463476.0,4849775.0,1213114.0,1244138.0,587018.0,706346.0,587944.0,237621.0,154693.0,91755.0,18549.0,8597.0,3750616.0,246448.0,27146.0,19827.0,167.0,W,0.7585654248139709
8439,1781912,20200705,MT,283260.0,779045.0,2477107.0,657651.0,623028.0,266229.0,307016.0,312557.0,140374.0,102995.0,52342.0,8695.0,6220.0,1853924.0,155337.0,14915.0,1212.0,45.0,W,0.733353415450365
8440,1781913,20200705,MO,1532698.0,4593754.0,15689045.0,3834057.0,3829894.0,1868662.0,2404298.0,2229079.0,815700.0,370208.0,257331.0,51986.0,27830.0,11936911.0,627539.0,79816.0,23436.0,221.0,M,0.749822899126607
8441,1781914,20200705,MS,572843.0,2413687.0,7342024.0,1654571.0,1863209.0,918479.0,1174967.0,1023919.0,366780.0,179395.0,121056.0,33822.0,5826.0,5611226.0,300451.0,39648.0,30900.0,226.0,S,0.8081911114236254
8442,1781915,20200705,MN,1403328.0,4207851.0,14014071.0,3709931.0,3193417.0,1520595.0,1838804.0,2016760.0,805006.0,498130.0,363745.0,43228.0,24455.0,10262747.0,861875.0,67683.0,38136.0,512.0,M,0.749904966496346
8443,1781916,20200705,MI,2421260.0,7574655.0,27953515.0,7667809.0,6560970.0,3283073.0,4088437.0,3723779.0,1410835.0,685256.0,420199.0,69814.0,43343.0,21600289.0,1105455.0,113157.0,72941.0,360.0,W,0.7577750511083777
8444,1781917,20200705,MA,1895351.0,5006798.0,23398901.0,6960118.0,6094839.0,2785794.0,3089857.0,2835411.0,1010415.0,440856.0,116738.0,24552.0,40321.0,18930608.0,557594.0,64873.0,109974.0,136.0,N,0.7253969741887635
8445,1781918,20200705,MD,1489043.0,4553675.0,17004411.0,4639393.0,4029871.0,2057306.0,2567490.0,2327149.0,829327.0,310147.0,182536.0,35901.0,25291.0,13294060.0,492683.0,61192.0,69632.0,291.0,N,0.7535805907209305
8446,1781919,20200705,ME,325207.0,1013197.0,3715910.0,844436.0,879803.0,469215.0,571222.0,586550.0,213762.0,97006.0,43136.0,5979.0,4801.0,2764676.0,140142.0,10780.0,3415.0,18.0,N,0.7570188074751719
8447,1781920,20200705,LA,1053113.0,3606865.0,12580595.0,3115528.0,3221300.0,1611706.0,1981166.0,1578719.0,538862.0,312747.0,178006.0,30584.0,11977.0,9929700.0,490753.0,42561.0,65226.0,1937.0,S,0.7740090189266988
8448,1781921,20200705,KY,1060879.0,3407523.0,13016831.0,2926145.0,3258145.0,1689858.0,2096694.0,1845513.0,634269.0,320941.0,188504.0,36506.0,20256.0,9970842.0,509445.0,56762.0,16376.0,0.0,S,0.7625820147784376
8449,1781922,20200705,KS,744079.0,2167426.0,7535707.0,1939218.0,1935141.0,878616.0,1025402.0,976785.0,383198.0,204027.0,149836.0,30600.0,12884.0,5778377.0,353863.0,43484.0,15919.0,0.0,M,0.7444349228320061
8450,1781923,20200705,IA,756283.0,2399862.0,8750932.0,2201817.0,2260739.0,1004246.0,1189730.0,1177306.0,482596.0,260572.0,136502.0,27061.0,10363.0,6656532.0,397074.0,37424.0,31353.0,312.0,M,0.7603776125621605
8451,1781924,20200705,IN,1568777.0,5123101.0,19043958.0,4815513.0,4692033.0,2373129.0,2881288.0,2595072.0,922629.0,439428.0,235946.0,53625.0,35295.0,14761963.0,675374.0,88920.0,48008.0,576.0,M,0.7655699939538647
8452,1781925,20200705,IL,3321373.0,9419707.0,37060064.0,10348154.0,9171413.0,4414230.0,5205040.0,4839600.0,1773890.0,705985.0,443109.0,98918.0,59725.0,29138837.0,1149094.0,158643.0,148373.0,639.0,M,0.7393177815381428
8453,1781926,20200705,ID,438387.0,1315821.0,4052061.0,1064550.0,967894.0,457355.0,581585.0,520566.0,218944.0,129008.0,84973.0,19614.0,7572.0,3071384.0,213981.0,27186.0,7370.0,376.0,W,0.7500940595413998
8454,1781927,20200705,HI,416763.0,1003728.0,2883882.0,832635.0,783692.0,338899.0,404472.0,445384.0,54275.0,11640.0,6923.0,2249.0,3713.0,2359698.0,18563.0,5962.0,999.0,24.0,W,0.7066063776539239
8455,1781928,20200705,GA,2414896.0,8104579.0,27943722.0,6670204.0,6762999.0,3430408.0,4490576.0,3864493.0,1405928.0,628265.0,494405.0,142975.0,53469.0,21354187.0,1122670.0,196444.0,95516.0,2197.0,S,0.7704356918952704
8456,1781929,20200705,FL,5107514.0,16191811.0,51787577.0,13713446.0,13584837.0,6685905.0,7809083.0,6308349.0,1977969.0,888879.0,594538.0,142761.0,81810.0,41793271.0,1483417.0,224571.0,200111.0,10059.0,S,0.7602030111282869
8457,1781930,20200705,DC,251662.0,450793.0,2757401.0,1263981.0,608615.0,299607.0,324861.0,176576.0,50515.0,16027.0,9106.0,3158.0,4955.0,2497064.0,25133.0,8113.0,10482.0,35.0,N,0.6417393284979109
8458,1781931,20200705,DE,231856.0,735315.0,2659681.0,702179.0,665094.0,345176.0,413796.0,331849.0,119640.0,57687.0,20348.0,2211.0,1701.0,2126245.0,78035.0,3912.0,12128.0,132.0,N,0.7602740363389722
8459,1781932,20200705,CT,898686.0,2673979.0,10241985.0,2732715.0,2721810.0,1242819.0,1404348.0,1316723.0,500804.0,225329.0,65401.0,11484.0,20552.0,8101692.0,290730.0,32036.0,46717.0,0.0,N,0.7484550048773114
8460,1781933,20200705,CO,1520721.0,4174843.0,16646949.0,4535396.0,3995279.0,1903460.0,2359251.0,2259584.0,774317.0,443234.0,258098.0,58007.0,60323.0,12793386.0,701332.0,118330.0,33866.0,247.0,W,0.7329990497868165
8461,1781934,20200705,CA,11740513.0,27816532.0,77759565.0,19877674.0,20320810.0,9206326.0,10641380.0,9981749.0,4250825.0,2072172.0,1048196.0,239039.0,121394.0,60046190.0,3120368.0,360433.0,265985.0,8597.0,W,0.7032004539267278
8462,1781935,20200705,AR,620846.0,2392979.0,7548807.0,1761452.0,1956551.0,931887.0,1162735.0,1021207.0,375199.0,201994.0,110994.0,21306.0,5482.0,5812625.0,312988.0,26788.0,23209.0,0.0,S,0.7940006470183238
8463,1781936,20200705,AZ,2120073.0,5051573.0,14925474.0,4143237.0,3451497.0,1691419.0,2111013.0,2137598.0,723230.0,323047.0,255353.0,57255.0,31825.0,11397166.0,578400.0,89080.0,98089.0,3536.0,W,0.7043812536201591
8464,1781937,20200705,AK,217083.0,520355.0,1822329.0,492543.0,477566.0,213327.0,258080.0,194653.0,106058.0,44241.0,21671.0,8657.0,5533.0,1441516.0,65912.0,14190.0,1138.0,27.0,W,0.7056254220693807
8465,1781938,20200705,AL,1005276.0,3882595.0,12176986.0,2658382.0,3024586.0,1647730.0,2000869.0,1756673.0,596610.0,276722.0,167445.0,39557.0,8412.0,9331567.0,444167.0,47969.0,43953.0,1091.0,S,0.7943325427369093
8466,1781939,20200706,AL,958514.0,3929357.0,12963140.0,2863720.0,3084622.0,1693535.0,2071856.0,2014857.0,738782.0,296119.0,156786.0,34770.0,8093.0,9713733.0,452905.0,42863.0,44878.0,925.0,S,0.8038994891640961
8467,1781940,20200706,AK,216785.0,520653.0,1877456.0,554072.0,475405.0,233000.0,276160.0,182252.0,102035.0,35409.0,9226.0,3272.0,6625.0,1538637.0,44635.0,9897.0,1138.0,0.0,W,0.7060295238379362
