,index,Date,State,Population Staying at Home,Population Not Staying at Home,nTrips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Number_of_Trips_1_25,Number_of_Trips_25_250,Number_of_Trips_250_,positive,positiveIncrease,region,Ratio
3838,1491298,20200406,IL,3806748.0,8934332.0,37042443.0,10694721.0,9041766.0,4179106.0,5108114.0,5242846.0,1880126.0,548397.0,256740.0,63732.0,26895.0,29023707.0,805137.0,90627.0,12262.0,1006.0,M,0.7012225023310426
3839,1491299,20200406,IN,1808758.0,4883120.0,20762626.0,6099302.0,5084649.0,2388490.0,2897571.0,2809977.0,970803.0,331676.0,138274.0,29582.0,12302.0,16470012.0,469950.0,41884.0,4944.0,533.0,M,0.7297084615111035
3840,1491300,20200406,IA,843789.0,2312356.0,9258713.0,2568069.0,2318102.0,1015289.0,1247386.0,1276247.0,507871.0,211317.0,95085.0,14922.0,4425.0,7148846.0,306402.0,19347.0,946.0,78.0,M,0.7326520169383853
3841,1491301,20200406,KS,845377.0,2066128.0,8331821.0,2357809.0,2135203.0,916285.0,1097750.0,1119508.0,434173.0,167381.0,81174.0,17345.0,5193.0,6507047.0,248555.0,22538.0,845.0,98.0,M,0.7096426075174179
3842,1491302,20200406,KY,1176429.0,3291973.0,14517845.0,3686109.0,3636604.0,1849878.0,2212239.0,2039101.0,691768.0,257658.0,117230.0,20394.0,6864.0,11384830.0,374888.0,27258.0,955.0,38.0,S,0.7367226583463171
3843,1491303,20200406,LA,1132882.0,3527096.0,13938281.0,3565719.0,3528327.0,1721516.0,2176725.0,1894231.0,664757.0,270015.0,94791.0,17248.0,4952.0,10992287.0,364806.0,22200.0,14867.0,1857.0,S,0.7568911269538182
3844,1491304,20200406,ME,378437.0,959967.0,3497661.0,756245.0,867887.0,421423.0,545068.0,594802.0,216076.0,68504.0,21484.0,2191.0,3981.0,2590623.0,89988.0,6172.0,499.0,29.0,N,0.7172475575386804
3845,1491305,20200406,MD,1702690.0,4340028.0,17113554.0,4750210.0,4020919.0,1934135.0,2553252.0,2582481.0,943561.0,238332.0,61755.0,15656.0,13253.0,13258516.0,300087.0,28909.0,4045.0,436.0,N,0.7182244811027091
3846,1491306,20200406,MA,2176272.0,4725877.0,22594437.0,6448340.0,6018645.0,2664066.0,3178190.0,3019973.0,953067.0,223437.0,50441.0,11501.0,26777.0,18309241.0,273878.0,38278.0,13739.0,1337.0,N,0.6846964619280169
3847,1491307,20200406,MI,3025434.0,6970481.0,26525233.0,7634663.0,6610065.0,3029574.0,3823682.0,3574881.0,1219740.0,403081.0,171704.0,37144.0,20699.0,21097984.0,574785.0,57843.0,25785.0,1327.0,W,0.6973329605143701
3848,1491308,20200406,MN,1620045.0,3991134.0,14414976.0,3913207.0,3384822.0,1510366.0,1930603.0,2322650.0,882867.0,300699.0,133513.0,22744.0,13505.0,10738998.0,434212.0,36249.0,1330.0,113.0,M,0.7112826021055468
3849,1491309,20200406,MS,627875.0,2358655.0,8193349.0,1964591.0,2076846.0,981043.0,1263343.0,1195042.0,443110.0,175826.0,72824.0,17302.0,3422.0,6285823.0,248650.0,20724.0,1738.0,100.0,S,0.7897643753787841
3850,1491310,20200406,MO,1776431.0,4350021.0,16337297.0,4354223.0,3918839.0,1820780.0,2374852.0,2452269.0,911462.0,308322.0,157250.0,29328.0,9972.0,12468694.0,465572.0,39300.0,2722.0,355.0,M,0.7100391874448702
3851,1491311,20200406,MT,324529.0,737776.0,2887515.0,940143.0,753814.0,291540.0,332879.0,326816.0,132536.0,75127.0,27450.0,4466.0,2744.0,2318376.0,102577.0,7210.0,299.0,13.0,W,0.6945048738356686
3852,1491312,20200406,NE,515724.0,1413544.0,5699718.0,1646708.0,1417175.0,641844.0,817294.0,737778.0,254289.0,116826.0,54133.0,9790.0,3881.0,4523021.0,170959.0,13671.0,409.0,46.0,W,0.7326841060961982
3853,1491313,20200406,NV,951002.0,2083390.0,7616106.0,2377837.0,1822256.0,881037.0,1123848.0,1042865.0,206975.0,91054.0,54149.0,10968.0,5117.0,6204978.0,145203.0,16085.0,1953.0,117.0,W,0.686592239895175
3854,1491314,20200406,NH,369403.0,987055.0,3897763.0,881220.0,942411.0,459041.0,586903.0,656891.0,280354.0,70086.0,14705.0,1955.0,4197.0,2869575.0,84791.0,6152.0,669.0,48.0,N,0.727670889920661
3855,1491315,20200406,NJ,2811755.0,6096765.0,25940975.0,7628788.0,6703773.0,2955347.0,3622487.0,3364651.0,1174606.0,331261.0,114680.0,24622.0,20760.0,20910395.0,445941.0,45382.0,41090.0,3585.0,N,0.684374621149192
3856,1491316,20200406,NM,575298.0,1520130.0,6908116.0,2116219.0,1771150.0,797818.0,926163.0,729859.0,308108.0,171991.0,71456.0,12471.0,2881.0,5611350.0,243447.0,15352.0,624.0,81.0,W,0.7254508386830757
3857,1491317,20200406,NY,7044463.0,12497746.0,59715798.0,18047863.0,15213065.0,7023375.0,8740063.0,7648056.0,2091008.0,635603.0,218730.0,49939.0,48096.0,49024366.0,854333.0,98035.0,130689.0,8658.0,N,0.6395257567862467
3858,1491318,20200406,NC,2590792.0,7792828.0,31065308.0,7876031.0,7621528.0,3819339.0,4792491.0,4647992.0,1559102.0,489672.0,200919.0,43437.0,14797.0,24109389.0,690591.0,58234.0,2870.0,285.0,S,0.7504924101613888
3859,1491319,20200406,ND,207808.0,552269.0,1956886.0,531381.0,507532.0,226219.0,260369.0,220181.0,108500.0,68365.0,28508.0,4216.0,1615.0,1525501.0,96873.0,5831.0,225.0,18.0,M,0.7265961211824592
3860,1491320,20200406,OH,3269968.0,8419474.0,33102634.0,8827408.0,8161124.0,3896155.0,4958586.0,4997872.0,1515235.0,490007.0,201757.0,37187.0,17303.0,25843273.0,691764.0,54490.0,4450.0,407.0,M,0.7202631229104007
3861,1491321,20200406,OK,1045113.0,2897966.0,10511187.0,2695664.0,2636458.0,1220220.0,1538984.0,1597547.0,520150.0,201030.0,85398.0,12670.0,3066.0,8091326.0,286428.0,15736.0,1327.0,75.0,S,0.7349500225585133
3862,1491322,20200406,OR,1316233.0,2874480.0,11452812.0,3780755.0,2849633.0,1219353.0,1396148.0,1499328.0,451190.0,168573.0,64890.0,12812.0,10130.0,9245889.0,233463.0,22942.0,1132.0,64.0,W,0.6859166924578228
3863,1491323,20200406,PA,3772745.0,9034315.0,34923834.0,9658322.0,8976807.0,4165305.0,5181167.0,4721428.0,1412314.0,518196.0,233414.0,37363.0,19518.0,27981601.0,751610.0,56881.0,12980.0,1470.0,N,0.7054167779334211
3864,1491324,20200406,RI,298099.0,759216.0,3013793.0,832813.0,792692.0,357157.0,438205.0,432631.0,126934.0,22903.0,6011.0,1162.0,3285.0,2420867.0,28914.0,4447.0,1356.0,206.0,N,0.7180603698992258
3865,1491325,20200406,SC,1186722.0,3897405.0,15996739.0,4440927.0,3887921.0,1888658.0,2359707.0,2320594.0,738603.0,228230.0,104496.0,21037.0,6566.0,12577213.0,332726.0,27603.0,2049.0,0.0,S,0.7665829354774183
3866,1491326,20200406,SD,226421.0,655814.0,2727175.0,761241.0,720339.0,312621.0,344749.0,329529.0,148110.0,71115.0,33040.0,4618.0,1813.0,2138950.0,104155.0,6431.0,288.0,48.0,M,0.7433552284822071
3867,1491327,20200406,TN,1698273.0,5071737.0,19933773.0,5144258.0,4858960.0,2411319.0,3064784.0,2988328.0,966431.0,315699.0,138339.0,35285.0,10370.0,15479321.0,454038.0,45655.0,3802.0,169.0,S,0.7491476378912291
3868,1491328,20200406,TX,7118787.0,21583058.0,71081970.0,18445573.0,17411199.0,8075839.0,10205122.0,10843535.0,4017589.0,1340537.0,584175.0,115636.0,42765.0,54137733.0,1924712.0,158401.0,7276.0,464.0,S,0.7519745856059079
3869,1491329,20200406,UT,925392.0,2235713.0,9471060.0,2846245.0,2324824.0,1080786.0,1300060.0,1203265.0,445360.0,149524.0,91835.0,22879.0,6282.0,7551915.0,241359.0,29161.0,1675.0,70.0,W,0.7072567978602419
3870,1491330,20200406,VT,179292.0,447007.0,1730253.0,388601.0,456161.0,243870.0,243201.0,259751.0,101058.0,26440.0,6933.0,1616.0,2622.0,1331833.0,33373.0,4238.0,575.0,32.0,N,0.7137277881650776
3871,1491331,20200406,VA,2304355.0,6213330.0,24707931.0,6464703.0,6062219.0,2979964.0,3754592.0,3609907.0,1215426.0,416262.0,159364.0,28822.0,16672.0,19261478.0,575626.0,45494.0,2878.0,241.0,S,0.7294622893427029
3872,1491332,20200406,WA,2290916.0,5244675.0,19551285.0,6099401.0,4924150.0,2108776.0,2663954.0,2569899.0,791249.0,251045.0,103022.0,18235.0,21554.0,15796281.0,354067.0,39789.0,8983.0,394.0,W,0.6959872158666786
3873,1491333,20200406,WV,502677.0,1303155.0,4867819.0,1118802.0,1242049.0,627544.0,760512.0,708633.0,260140.0,103550.0,38837.0,5761.0,1991.0,3748907.0,142387.0,7752.0,345.0,21.0,S,0.7216368964554842
3874,1491334,20200406,WI,1559095.0,4254473.0,15526665.0,3946297.0,3682055.0,1789281.0,2276038.0,2421441.0,908937.0,315856.0,152060.0,26182.0,8518.0,11693671.0,467916.0,34700.0,2866.0,223.0,M,0.7318178784526129
3875,1491335,20200406,WY,167096.0,410641.0,1871326.0,580388.0,502846.0,215844.0,187655.0,164845.0,128430.0,64242.0,22490.0,3557.0,1029.0,1486733.0,86732.0,4586.0,210.0,13.0,W,0.7107749720028317
3876,1491336,20200407,AL,1092129.0,3795742.0,13086027.0,3131669.0,3181157.0,1642635.0,2072786.0,1998193.0,712648.0,241374.0,81483.0,20160.0,3922.0,10028247.0,322857.0,24082.0,2119.0,151.0,S,0.7765634567688059
3877,1491337,20200407,AK,239477.0,497961.0,1885335.0,592771.0,504226.0,237811.0,251739.0,188067.0,76429.0,24974.0,5124.0,2015.0,2179.0,1586547.0,30098.0,4194.0,213.0,22.0,W,0.6752581233947803
3878,1491338,20200407,AZ,2120384.0,5051262.0,18328164.0,6023217.0,4120004.0,1884861.0,2386745.0,2617051.0,885705.0,255019.0,125463.0,19631.0,10468.0,14414827.0,380482.0,30099.0,2575.0,119.0,W,0.7043378884010728
3879,1491339,20200407,AR,666020.0,2347805.0,8170971.0,1937345.0,2063565.0,1015391.0,1269350.0,1206357.0,433511.0,163048.0,64999.0,14916.0,2489.0,6285651.0,228047.0,17405.0,946.0,71.0,S,0.7790117209857905
3880,1491340,20200407,CA,11920127.0,27636918.0,88595964.0,25523789.0,22572368.0,9431966.0,11653706.0,12300864.0,4793995.0,1626903.0,533134.0,109463.0,49776.0,69181829.0,2160037.0,159239.0,15865.0,1529.0,W,0.6986598215311584
3881,1491341,20200407,CO,1795043.0,3900521.0,18395963.0,5880724.0,4341208.0,1927309.0,2520006.0,2560607.0,748754.0,266346.0,103055.0,29552.0,18402.0,14669247.0,369401.0,47954.0,5172.0,222.0,W,0.6848348995814989
3882,1491342,20200407,CT,1035884.0,2536781.0,10207728.0,2655444.0,2704620.0,1241884.0,1471212.0,1475912.0,486708.0,129587.0,26440.0,7198.0,8723.0,8073160.0,156027.0,15921.0,7781.0,875.0,N,0.7100528596999719
3883,1491343,20200407,DE,270321.0,696850.0,2749484.0,716375.0,685311.0,342991.0,420238.0,397202.0,137507.0,36207.0,10926.0,1587.0,1140.0,2164915.0,47133.0,2727.0,928.0,255.0,N,0.7205034063262856
3884,1491344,20200407,DC,291129.0,411326.0,2283838.0,882480.0,572108.0,271382.0,317668.0,186198.0,35984.0,9966.0,3157.0,2115.0,2780.0,2043638.0,13123.0,4895.0,1211.0,114.0,N,0.585554946580208
3885,1491345,20200407,FL,5724582.0,15574743.0,57415869.0,16338402.0,14706385.0,6833541.0,8408466.0,7727358.0,2390449.0,677876.0,248564.0,54560.0,30268.0,46286794.0,926440.0,84828.0,14747.0,1423.0,S,0.7312317643868996
3886,1491346,20200407,GA,2811584.0,7707891.0,29809445.0,7833684.0,7193680.0,3451570.0,4426276.0,4332881.0,1692495.0,532306.0,260592.0,66941.0,19020.0,22905210.0,792898.0,85961.0,8818.0,1504.0,S,0.732725825195649
3887,1491347,20200407,HI,404787.0,1015704.0,3194475.0,1019266.0,834783.0,361961.0,415020.0,487158.0,57265.0,14356.0,3248.0,654.0,764.0,2631030.0,17604.0,1418.0,387.0,16.0,W,0.7150372652836238
3888,1491348,20200407,ID,486420.0,1267788.0,4854948.0,1499257.0,1238507.0,536098.0,650725.0,595843.0,201194.0,82148.0,41143.0,7873.0,2160.0,3924587.0,123291.0,10033.0,1170.0,69.0,W,0.7227124719531549
3889,1491349,20200407,IL,3719685.0,9021395.0,38656964.0,11526327.0,9421447.0,4310117.0,5238329.0,5338822.0,1928626.0,543325.0,260950.0,64100.0,24921.0,30496220.0,804275.0,89021.0,13549.0,1287.0,M,0.7080557535154006
3890,1491350,20200407,IN,1832593.0,4859285.0,20612155.0,5959842.0,5040853.0,2327934.0,2910483.0,2859520.0,991327.0,340621.0,139207.0,31364.0,11004.0,16239112.0,479828.0,42368.0,5507.0,563.0,M,0.7261466810960989
3891,1491351,20200407,IA,818096.0,2338049.0,9954146.0,2821074.0,2518805.0,1077292.0,1335141.0,1359898.0,532664.0,206613.0,85047.0,13724.0,3888.0,7752312.0,291660.0,17612.0,1048.0,102.0,M,0.7407926441909355
3892,1491352,20200407,KS,829201.0,2082304.0,8760488.0,2533662.0,2241896.0,956215.0,1153689.0,1166103.0,436793.0,172548.0,78610.0,16939.0,4033.0,6885462.0,251158.0,20972.0,900.0,55.0,M,0.7151984969972575
3893,1491353,20200407,KY,1193570.0,3274832.0,14633314.0,3812928.0,3676427.0,1808288.0,2215588.0,2026467.0,700762.0,257043.0,110021.0,19315.0,6475.0,11513231.0,367064.0,25790.0,1008.0,53.0,S,0.7328866113657634
3894,1491354,20200407,LA,1120433.0,3539545.0,14119592.0,3631221.0,3566376.0,1759630.0,2197581.0,1904379.0,681148.0,272520.0,87835.0,13949.0,4953.0,11154808.0,360355.0,18902.0,16284.0,1417.0,S,0.7595625987933848
3895,1491355,20200407,ME,389040.0,949364.0,3535986.0,748390.0,881077.0,439882.0,556401.0,590018.0,227573.0,68792.0,18443.0,2221.0,3189.0,2625750.0,87235.0,5410.0,519.0,20.0,N,0.7093254353692906
3896,1491356,20200407,MD,1719084.0,4323634.0,16659840.0,4423870.0,3892817.0,1908178.0,2540869.0,2628031.0,937853.0,236860.0,62987.0,16210.0,12165.0,12765734.0,299847.0,28375.0,4371.0,326.0,N,0.7155114635500117
3897,1491357,20200407,MA,2190498.0,4711651.0,23186734.0,6615615.0,6149713.0,2750629.0,3251926.0,3153005.0,972567.0,220633.0,41406.0,10125.0,21115.0,18767883.0,262039.0,31240.0,15104.0,1365.0,N,0.6826353647248126
3898,1491358,20200407,MI,3064862.0,6931053.0,25845674.0,7305962.0,6443021.0,2968884.0,3664593.0,3584624.0,1234092.0,418024.0,171066.0,35829.0,19579.0,20382460.0,589090.0,55408.0,26964.0,1179.0,W,0.6933885492223574
3899,1491359,20200407,MN,1583701.0,4027478.0,15247187.0,4314620.0,3586020.0,1560790.0,2013514.0,2405837.0,900676.0,310855.0,123685.0,19675.0,11515.0,11474944.0,434540.0,31190.0,1432.0,102.0,M,0.7177596722542624
3900,1491360,20200407,MS,617437.0,2369093.0,7857044.0,1809798.0,2011082.0,950906.0,1204169.0,1169809.0,446350.0,175660.0,68556.0,17578.0,3136.0,5975955.0,244216.0,20714.0,1915.0,177.0,S,0.7932594013788578
3901,1491361,20200407,MO,1741406.0,4385046.0,16880305.0,4499189.0,4104408.0,1883169.0,2445086.0,2507640.0,941306.0,305367.0,152528.0,30697.0,10915.0,12931852.0,457895.0,41612.0,3037.0,315.0,M,0.7157561995099284
3902,1491362,20200407,MT,321630.0,740675.0,3042387.0,1004968.0,781132.0,308402.0,352176.0,340475.0,141512.0,73672.0,33281.0,4528.0,2241.0,2446678.0,106953.0,6769.0,319.0,20.0,W,0.6972338452704261
3903,1491363,20200407,NE,503240.0,1426028.0,6070289.0,1866111.0,1508817.0,671689.0,821806.0,746913.0,264804.0,123925.0,53357.0,9639.0,3228.0,4868423.0,177282.0,12867.0,447.0,38.0,W,0.7391549541069463
3904,1491364,20200407,NV,932947.0,2101445.0,7737244.0,2455947.0,1841427.0,856268.0,1110762.0,1100240.0,200467.0,92432.0,64859.0,10711.0,4131.0,6264404.0,157291.0,14842.0,2087.0,134.0,W,0.6925423610397075
3905,1491365,20200407,NH,371206.0,985252.0,4063338.0,903904.0,999532.0,471816.0,613576.0,706388.0,283812.0,67869.0,11803.0,1510.0,3128.0,2988828.0,79672.0,4638.0,715.0,46.0,N,0.7263416928500551
3906,1491366,20200407,NJ,2866262.0,6042258.0,26040313.0,7623746.0,6690129.0,2993300.0,3640780.0,3409691.0,1179483.0,338573.0,121924.0,25567.0,17120.0,20947955.0,460497.0,42687.0,44416.0,3326.0,N,0.6782560964110761
3907,1491367,20200407,NM,571353.0,1524075.0,6901287.0,2045255.0,1779136.0,790292.0,955963.0,756459.0,318488.0,171946.0,67727.0,13462.0,2559.0,5570646.0,239673.0,16021.0,686.0,62.0,W,0.7273335089537794
3908,1491368,20200407,NY,7086808.0,12455401.0,60878989.0,18385577.0,15600820.0,7220316.0,8859509.0,7794809.0,2085182.0,641051.0,201665.0,48718.0,41342.0,50066222.0,842716.0,90060.0,138863.0,8174.0,N,0.6373589086064938
3909,1491369,20200407,NC,2666163.0,7717457.0,31694302.0,8215595.0,7746374.0,3813209.0,4831526.0,4742915.0,1595882.0,504116.0,193059.0,39559.0,12067.0,24606704.0,697175.0,51626.0,3221.0,351.0,S,0.7432337662587807
3910,1491370,20200407,ND,202596.0,557481.0,2048169.0,573747.0,532899.0,228544.0,261812.0,228181.0,114173.0,72324.0,31167.0,4212.0,1110.0,1597002.0,103491.0,5322.0,237.0,12.0,M,0.7334533211766703
3911,1491371,20200407,OH,3355777.0,8333665.0,31671866.0,8181071.0,7756343.0,3708232.0,4807242.0,4948850.0,1517468.0,498525.0,200591.0,37198.0,16346.0,24452888.0,699116.0,53544.0,4782.0,332.0,M,0.7129223961246397
3912,1491372,20200407,OK,1016435.0,2926644.0,10882273.0,2793456.0,2709013.0,1254291.0,1604389.0,1676389.0,538740.0,210393.0,79792.0,12691.0,3119.0,8361149.0,290185.0,15810.0,1472.0,145.0,S,0.7422230191178011
3913,1491373,20200407,OR,1280983.0,2909730.0,11906120.0,3947106.0,2974987.0,1249513.0,1464870.0,1540170.0,477958.0,169052.0,60144.0,13222.0,9098.0,9636476.0,229196.0,22320.0,1181.0,49.0,W,0.694328148933129
3914,1491374,20200407,PA,3817744.0,8989316.0,34691998.0,9409986.0,8763108.0,4146574.0,5271198.0,4848190.0,1469013.0,510039.0,220108.0,38311.0,15471.0,27590866.0,730147.0,53782.0,14559.0,1579.0,N,0.70190316903333
3915,1491375,20200407,RI,299034.0,758281.0,3089296.0,850196.0,800806.0,369962.0,435018.0,454100.0,143587.0,25405.0,6682.0,1182.0,2358.0,2455982.0,32087.0,3540.0,1617.0,261.0,N,0.7171760544397838
3916,1491376,20200407,SC,1234541.0,3849586.0,15925234.0,4461365.0,3879805.0,1842233.0,2310006.0,2341704.0,738551.0,229749.0,97003.0,19106.0,5712.0,12493409.0,326752.0,24818.0,2417.0,368.0,S,0.7571773875829616
3917,1491377,20200407,SD,225774.0,656461.0,2804046.0,803368.0,704106.0,314125.0,371881.0,344878.0,155043.0,73630.0,30853.0,4384.0,1778.0,2193480.0,104483.0,6162.0,320.0,32.0,M,0.7440885931752877
3918,1491378,20200407,TN,1699963.0,5070047.0,19994937.0,5129241.0,4886664.0,2423726.0,3040852.0,3020865.0,991776.0,319539.0,134612.0,38558.0,9104.0,15480483.0,454151.0,47662.0,4138.0,336.0,S,0.748898007536178
3919,1491379,20200407,TX,7006181.0,21695664.0,74410124.0,19708286.0,18153359.0,8351596.0,10568809.0,11306543.0,4198150.0,1388671.0,574687.0,121071.0,38952.0,56782050.0,1963358.0,160023.0,8262.0,986.0,S,0.7558978874006184
3920,1491380,20200407,UT,904441.0,2256664.0,9834575.0,3000756.0,2409678.0,1129057.0,1341875.0,1230225.0,459150.0,140904.0,96564.0,20456.0,5910.0,7881366.0,237468.0,26366.0,1738.0,63.0,W,0.7138845435377819
3921,1491381,20200407,VT,182513.0,443786.0,1791815.0,412634.0,472226.0,240872.0,248026.0,285590.0,95569.0,27161.0,6792.0,990.0,1955.0,1373758.0,33953.0,2945.0,608.0,33.0,N,0.7085848771912457
3922,1491382,20200407,VA,2334544.0,6183141.0,25052023.0,6550899.0,6158545.0,3018162.0,3801203.0,3698497.0,1250731.0,398444.0,135499.0,26455.0,13588.0,19528809.0,533943.0,40043.0,3333.0,455.0,S,0.7259180164563493
3923,1491383,20200407,WA,2252476.0,5283115.0,19811235.0,6207210.0,4964477.0,2141278.0,2680701.0,2612273.0,810783.0,250561.0,103372.0,17220.0,23360.0,15993666.0,353933.0,40580.0,9396.0,413.0,W,0.7010883419760972
3924,1491384,20200407,WV,515085.0,1290747.0,4831173.0,1073621.0,1254480.0,608494.0,754963.0,707681.0,285900.0,103689.0,35187.0,5203.0,1955.0,3691558.0,138876.0,7158.0,412.0,67.0,S,0.7147658253923953
3925,1491385,20200407,WI,1502247.0,4311321.0,16191081.0,4237347.0,3877633.0,1862884.0,2305969.0,2473766.0,954866.0,315243.0,131378.0,23060.0,8935.0,12283833.0,446621.0,31995.0,3064.0,198.0,M,0.7415963828065656
3926,1491386,20200407,WY,164347.0,413390.0,1893816.0,620909.0,487060.0,226774.0,190812.0,160984.0,119050.0,60885.0,23346.0,3138.0,858.0,1525555.0,84231.0,3996.0,216.0,6.0,W,0.715533192438774
3927,1491387,20200408,AL,1092889.0,3794982.0,13172264.0,3168330.0,3195050.0,1681654.0,2061731.0,1995170.0,712171.0,247045.0,86150.0,21177.0,3786.0,10106765.0,333195.0,24963.0,2369.0,250.0,S,0.7764079698502682
3928,1491388,20200408,AK,230707.0,506731.0,1930341.0,609947.0,539372.0,234802.0,263814.0,182878.0,61395.0,23233.0,5513.0,7400.0,1987.0,1647935.0,28746.0,9387.0,226.0,13.0,W,0.687150648596899
3929,1491389,20200408,AZ,2121125.0,5050521.0,18187998.0,5971851.0,4073357.0,1894014.0,2347021.0,2609509.0,864494.0,258519.0,134893.0,22841.0,11499.0,14286243.0,393412.0,34340.0,2726.0,151.0,W,0.7042345648404843
3930,1491390,20200408,AR,654188.0,2359637.0,8207154.0,1936620.0,2094417.0,1028152.0,1256501.0,1206116.0,425738.0,169018.0,71125.0,16036.0,3431.0,6315690.0,240143.0,19467.0,1000.0,54.0,S,0.7829376290925982
3931,1491391,20200408,CA,11919786.0,27637259.0,87582012.0,24982485.0,22275037.0,9412275.0,11557607.0,12266859.0,4745943.0,1625340.0,540520.0,124368.0,51578.0,68227404.0,2165860.0,175946.0,16957.0,1092.0,W,0.6986684419930761
3932,1491392,20200408,CO,1785757.0,3909807.0,18141824.0,5677892.0,4370716.0,1907083.0,2494976.0,2529434.0,748412.0,260818.0,102050.0,29611.0,20832.0,14450667.0,362868.0,50443.0,5429.0,257.0,W,0.6864652912336688
3933,1491393,20200408,CT,1048696.0,2523969.0,9676927.0,2402106.0,2535164.0,1205817.0,1419603.0,1461014.0,483896.0,124476.0,25916.0,8177.0,10758.0,7562690.0,150392.0,18935.0,7781.0,0.0,N,0.7064667412141916
3934,1491394,20200408,DE,267912.0,699259.0,2770805.0,728013.0,693488.0,338733.0,434810.0,386411.0,134516.0,40689.0,11696.0,1158.0,1291.0,2195044.0,52385.0,2449.0,928.0,0.0,N,0.7229941757972479
3935,1491395,20200408,DC,288414.0,414041.0,2294198.0,886920.0,600925.0,294888.0,294867.0,164677.0,33671.0,10834.0,2802.0,1855.0,2759.0,2077600.0,13636.0,4614.0,1440.0,229.0,N,0.5894199628445951
3936,1491396,20200408,FL,5712518.0,15586807.0,56780197.0,15999251.0,14509748.0,6801776.0,8344693.0,7718158.0,2376767.0,680937.0,259077.0,60783.0,29007.0,45655468.0,940014.0,89790.0,15455.0,708.0,S,0.7317981673128139
3937,1491397,20200408,GA,2806190.0,7713285.0,29738557.0,7841164.0,7094839.0,3442994.0,4423166.0,4342766.0,1688370.0,545852.0,271876.0,67929.0,19601.0,22802163.0,817728.0,87530.0,9901.0,1083.0,S,0.7332385884276544
3938,1491398,20200408,HI,404056.0,1016435.0,3166114.0,994700.0,849123.0,352427.0,425111.0,469087.0,59281.0,11568.0,2843.0,1094.0,880.0,2621361.0,14411.0,1974.0,410.0,23.0,W,0.7155518760766524
3939,1491399,20200408,ID,479924.0,1274284.0,4832586.0,1482124.0,1233583.0,541020.0,643333.0,580384.0,215415.0,82572.0,42888.0,8603.0,2664.0,3900060.0,125460.0,11267.0,1210.0,40.0,W,0.7264155675951769
3940,1491400,20200408,IL,3711471.0,9029609.0,37705739.0,11027475.0,9122452.0,4166051.0,5147574.0,5306099.0,1983273.0,558086.0,290307.0,76080.0,28342.0,29463552.0,848393.0,104422.0,15078.0,1529.0,M,0.7087004398371253
3941,1491401,20200408,IN,1814115.0,4877763.0,20664638.0,6058292.0,5070010.0,2336809.0,2853815.0,2835703.0,983670.0,338160.0,143973.0,32488.0,11718.0,16318926.0,482133.0,44206.0,5943.0,436.0,M,0.7289079388476598
3942,1491402,20200408,IA,821986.0,2334159.0,9484322.0,2578184.0,2380846.0,1049925.0,1309311.0,1321066.0,520323.0,207113.0,97350.0,15929.0,4275.0,7318266.0,304463.0,20204.0,1145.0,97.0,M,0.7395601279408899
3943,1491403,20200408,KS,819337.0,2092168.0,8510498.0,2390545.0,2200338.0,948890.0,1133597.0,1143185.0,426166.0,164549.0,80024.0,18393.0,4811.0,6673370.0,244573.0,23204.0,1046.0,146.0,M,0.7185864355376343
3944,1491404,20200408,KY,1184970.0,3283432.0,14348228.0,3722675.0,3541716.0,1776555.0,2181852.0,2023652.0,697830.0,261072.0,117211.0,19965.0,5700.0,11222798.0,378283.0,25665.0,1149.0,141.0,S,0.7348112367687598
3945,1491405,20200408,LA,1114313.0,3545665.0,14202299.0,3582576.0,3570087.0,1789104.0,2263185.0,1912055.0,701542.0,268721.0,92475.0,16827.0,5727.0,11204952.0,361196.0,22554.0,17030.0,746.0,S,0.7608759097145952
3946,1491406,20200408,ME,389012.0,949392.0,3562461.0,747515.0,911998.0,453013.0,557027.0,585060.0,219581.0,63602.0,19094.0,2353.0,3218.0,2669553.0,82696.0,5571.0,537.0,18.0,N,0.709346355808859
3947,1491407,20200408,MD,1711787.0,4330931.0,17063075.0,4696628.0,4059297.0,1896145.0,2530280.0,2623189.0,930852.0,239827.0,60228.0,15295.0,11334.0,13182350.0,300055.0,26629.0,5529.0,1158.0,N,0.7167190327266637
3948,1491408,20200408,MA,2214354.0,4687795.0,21998775.0,5987820.0,5921130.0,2657678.0,3136711.0,3073941.0,939210.0,208641.0,40215.0,11023.0,22406.0,17703339.0,248856.0,33429.0,16692.0,1588.0,N,0.6791790498872163
3949,1491409,20200408,MI,3033801.0,6962114.0,27185206.0,7973803.0,6767743.0,3068987.0,3845073.0,3668479.0,1233345.0,402592.0,169981.0,36042.0,19161.0,21655606.0,572573.0,55203.0,28064.0,1100.0,W,0.6964959185827411
3950,1491410,20200408,MN,1588840.0,4022339.0,14665173.0,3875920.0,3429758.0,1545648.0,2022969.0,2416600.0,903319.0,302994.0,132178.0,22626.0,13161.0,10874295.0,435172.0,35787.0,1534.0,102.0,M,0.7168438219490058
